pair_id,worker,relevance
128694,8,1
128694,14,1
128695,8,0
128695,14,0
128696,8,1
128696,14,0
128697,8,1
128697,14,1
128698,8,1
128698,14,0
128699,8,0
128699,14,0
128700,6,4
128700,9,4
128701,6,2
128701,9,2
128702,6,2
128702,9,2
128703,6,0
128703,9,0
128704,6,0
128704,9,1
128705,6,0
128705,9,1
128706,6,0
128706,9,1
128707,6,0
128707,9,0
128708,6,2
128708,9,2
128709,6,0
128709,9,1
128710,6,1
128710,9,0
128711,6,1
128711,9,1
128712,6,1
128712,9,1
128713,6,0
128713,9,0
128714,6,0
128714,9,0
128715,6,1
128715,9,1
128716,6,1
128716,9,1
128717,6,0
128717,9,0
128718,6,0
128718,9,0
128719,6,1
128719,9,1
128760,2,4
128760,17,4
128761,2,2
128761,17,2
128762,2,2
128762,17,1
128763,1,1
128763,2,3
128763,17,2
128763,17,1
128764,2,1
128764,17,1
128765,2,2
128765,17,1
128766,1,2
128766,2,3
128766,17,2
128766,17,1
128767,2,1
128767,17,1
128768,2,1
128768,17,1
128769,2,2
128769,17,1
128770,2,2
128770,17,2
128771,2,1
128771,17,1
128772,2,1
128772,17,1
128773,2,1
128773,17,1
128774,2,3
128774,17,2
128775,2,1
128775,17,1
128776,2,1
128776,17,1
128777,2,2
128777,17,1
128778,1,2
128778,2,3
128778,17,2
128778,17,1
128779,2,0
128779,17,0
128800,9,2
128800,9,2
128800,13,3
128800,13,4
128801,9,1
128801,9,1
128801,13,3
128801,13,4
128802,9,2
128802,9,2
128802,13,3
128802,13,4
128803,9,2
128803,13,3
128804,9,0
128804,9,0
128804,13,1
128804,13,2
128805,9,2
128805,13,3
128806,9,0
128806,13,1
128807,9,2
128807,13,3
128808,9,2
128808,9,1
128808,13,3
128808,13,3
128809,9,2
128809,13,3
128810,9,1
128810,13,2
128811,9,2
128811,13,3
128812,9,2
128812,9,2
128812,13,3
128812,13,4
128813,9,1
128813,9,0
128813,13,2
128813,13,2
128814,9,2
128814,13,3
128815,9,2
128815,13,3
128816,9,1
128816,9,0
128816,13,3
128816,13,2
128817,9,0
128817,9,0
128817,13,2
128817,13,2
128818,9,1
128818,13,1
128819,9,2
128819,13,3
129100,11,3
129100,14,4
129101,11,3
129101,14,3
129102,11,4
129102,14,3
129103,11,3
129103,14,2
129104,11,2
129104,14,3
129105,11,2
129105,14,2
129106,11,2
129106,14,3
129107,11,2
129107,14,3
129108,11,3
129108,14,2
129109,11,3
129109,14,2
129110,11,2
129110,14,2
129111,11,1
129111,14,2
129112,11,2
129112,14,2
129113,11,1
129113,14,2
129113,14,4
129113,19,2
129114,11,2
129114,14,2
129115,11,1
129115,14,2
129116,11,3
129116,14,3
129117,11,1
129117,14,3
129117,14,3
129117,19,2
129118,11,1
129118,14,3
129118,14,4
129118,19,2
129119,11,3
129119,14,3
129860,9,3
129860,13,4
129861,9,3
129861,13,4
129862,9,4
129862,13,4
129863,9,3
129863,13,4
129864,9,1
129864,13,2
129865,9,4
129865,13,4
129866,9,4
129866,13,4
129867,9,2
129867,9,1
129867,13,2
129867,13,3
129868,9,3
129868,13,4
129869,9,3
129869,9,2
129869,13,4
129869,13,4
129870,9,1
129870,13,2
129871,9,2
129871,13,3
129872,9,4
129872,13,4
129873,9,4
129873,13,4
129874,9,2
129874,13,3
129875,9,0
129875,13,1
129876,9,1
129876,13,1
129877,9,1
129877,13,2
129878,9,2
129878,9,0
129878,13,2
129878,13,3
129879,9,2
129879,9,1
129879,13,3
129879,13,3
130420,14,4
130420,17,4
130421,14,2
130421,17,2
130422,14,1
130422,17,2
130423,14,0
130423,17,1
130424,14,0
130424,17,1
130425,14,2
130425,14,0
130425,17,4
130425,17,3
130426,14,1
130426,17,0
130427,14,0
130427,17,0
130428,14,0
130428,17,1
130429,14,0
130429,17,0
130430,14,0
130430,17,1
130431,14,1
130431,17,1
130432,14,0
130432,17,1
130433,14,0
130433,17,0
130434,14,1
130434,14,0
130434,17,1
130434,17,2
130435,14,0
130435,17,0
130436,14,0
130436,17,1
130437,14,2
130437,14,3
130437,17,0
130437,17,0
130438,14,1
130438,17,0
130439,14,1
130439,17,0
130600,6,4
130600,17,4
130601,6,3
130601,17,2
130602,6,3
130602,17,2
130603,6,2
130603,17,2
130604,6,3
130604,17,1
130604,21,4
130604,22,4
130605,6,1
130605,17,1
130606,6,2
130606,17,2
130607,6,2
130607,17,3
130608,6,2
130608,17,2
130609,6,2
130609,17,1
130610,6,2
130610,17,1
130611,6,4
130611,17,4
130612,6,0
130612,17,1
130613,6,3
130613,17,2
130614,6,3
130614,17,2
130615,6,2
130615,17,3
130616,6,3
130616,17,2
130617,6,2
130617,17,2
130618,6,2
130618,17,1
130619,6,1
130619,17,1
130820,6,4
130820,11,4
130821,6,4
130821,11,4
130822,6,4
130822,11,4
130823,6,4
130823,11,3
130824,6,4
130824,11,4
130825,6,3
130825,11,4
130826,6,3
130826,11,4
130827,6,3
130827,11,4
130828,6,4
130828,11,4
130829,6,4
130829,11,4
130830,6,3
130830,11,3
130831,6,3
130831,11,3
130832,6,3
130832,11,3
130833,6,3
130833,11,3
130834,6,3
130834,11,2
130835,6,3
130835,11,3
130836,6,3
130836,11,3
130837,6,3
130837,11,2
130838,6,3
130838,11,3
130839,6,4
130839,11,4
130860,14,3
130860,14,2
130860,17,4
130860,17,4
130861,14,2
130861,17,3
130862,14,1
130862,14,0
130862,17,1
130862,17,2
130863,14,0
130863,17,1
130864,14,4
130864,17,4
130865,14,0
130865,17,1
130866,14,2
130866,17,3
130867,14,0
130867,17,1
130868,14,3
130868,17,2
130869,14,0
130869,17,0
130870,14,1
130870,17,1
130871,14,3
130871,14,2
130871,17,4
130871,17,4
130872,14,0
130872,17,1
130873,14,2
130873,14,0
130873,17,3
130873,17,2
130874,14,0
130874,17,1
130875,14,1
130875,17,2
130876,14,1
130876,17,1
130877,14,0
130877,17,1
130878,14,0
130878,17,1
130879,14,1
130879,17,1
131480,15,4
131480,17,4
131481,15,2
131481,17,2
131482,15,3
131482,17,3
131483,15,1
131483,17,0
131484,15,3
131484,17,2
131485,15,1
131485,17,1
131486,15,1
131486,17,1
131487,15,2
131487,17,1
131488,15,1
131488,17,2
131489,15,4
131489,17,3
131490,15,1
131490,17,2
131491,15,3
131491,17,2
131492,15,1
131492,17,1
131493,15,2
131493,17,1
131494,15,1
131494,17,2
131495,15,3
131495,17,2
131496,15,1
131496,17,1
131497,15,1
131497,17,1
131498,15,3
131498,15,3
131498,17,4
131498,17,1
131499,15,1
131499,17,1
131800,3,4
131800,17,4
131801,3,0
131801,17,1
131802,3,0
131802,17,1
131803,3,0
131803,17,1
131804,3,0
131804,17,0
131805,3,0
131805,17,0
131806,3,0
131806,17,0
131807,3,0
131807,17,1
131808,3,0
131808,17,0
131809,3,0
131809,17,1
131810,3,0
131810,17,1
131811,3,0
131811,17,0
131812,3,0
131812,17,1
131813,3,0
131813,17,0
131814,3,0
131814,17,0
131815,3,0
131815,17,1
131816,3,0
131816,17,0
131817,3,0
131817,17,0
131818,3,0
131818,17,0
131819,3,0
131819,17,0
131820,9,4
131820,17,4
131821,9,1
131821,17,2
131822,9,1
131822,17,2
131823,9,1
131823,17,2
131824,9,2
131824,17,3
131825,9,2
131825,9,1
131825,17,0
131825,17,3
131826,9,1
131826,17,2
131827,9,1
131827,17,2
131828,9,1
131828,17,1
131829,9,2
131829,17,1
131830,9,1
131830,17,2
131831,9,2
131831,17,2
131832,9,1
131832,17,2
131833,9,1
131833,17,1
131834,9,2
131834,17,1
131835,9,1
131835,17,1
131836,9,1
131836,17,0
131837,9,1
131837,17,0
131838,9,1
131838,17,0
131839,9,1
131839,9,2
131839,17,1
131839,17,0
132120,3,4
132120,9,4
132121,3,3
132121,9,3
132122,3,1
132122,9,1
132123,3,2
132123,9,2
132124,3,2
132124,9,2
132125,3,3
132125,9,2
132126,3,2
132126,9,2
132127,3,2
132127,9,1
132128,3,3
132128,3,2
132128,9,0
132128,9,0
132129,3,2
132129,9,2
132130,3,2
132130,9,3
132131,3,1
132131,9,1
132132,3,2
132132,9,2
132133,3,1
132133,9,0
132134,3,0
132134,9,0
132135,3,2
132135,9,2
132136,3,1
132136,9,0
132137,3,2
132137,9,1
132138,3,3
132138,3,2
132138,9,1
132138,9,0
132139,3,1
132139,9,2
132380,9,3
132380,14,4
132381,9,1
132381,14,2
132382,9,1
132382,14,0
132383,9,1
132383,14,1
132384,9,0
132384,14,0
132385,9,0
132385,14,1
132386,9,1
132386,14,1
132387,9,1
132387,9,0
132387,14,3
132387,14,2
132388,9,1
132388,14,2
132389,9,1
132389,14,1
132390,9,1
132390,14,0
132391,9,0
132391,14,1
132392,9,1
132392,14,0
132393,9,1
132393,9,0
132393,14,2
132393,14,2
132394,9,0
132394,14,0
132395,9,0
132395,14,1
132396,9,1
132396,9,0
132396,14,2
132396,14,2
132397,9,0
132397,14,0
132398,9,1
132398,9,0
132398,14,1
132398,14,2
132399,9,1
132399,9,1
132399,14,2
132399,14,3
132700,11,4
132700,14,4
132701,11,3
132701,14,3
132702,11,3
132702,14,4
132703,11,3
132703,14,3
132704,11,3
132704,14,2
132705,11,2
132705,14,3
132706,11,3
132706,14,4
132707,11,4
132707,14,4
132708,11,3
132708,14,3
132709,11,4
132709,14,3
132710,11,3
132710,14,3
132711,11,2
132711,14,3
132712,11,2
132712,14,3
132712,14,4
132712,19,3
132713,11,4
132713,14,3
132714,11,3
132714,14,2
132715,11,3
132715,14,3
132716,11,2
132716,14,3
132717,11,4
132717,14,3
132718,11,3
132718,14,4
132719,11,3
132719,14,3
132720,0,2
132720,9,3
132721,0,3
132721,9,2
132722,0,3
132722,9,2
132723,0,4
132723,9,2
132723,21,4
132723,22,4
132724,0,3
132724,9,2
132725,0,2
132725,9,2
132726,0,4
132726,9,3
132727,0,3
132727,9,2
132728,0,3
132728,9,2
132729,0,3
132729,9,2
132730,0,2
132730,9,2
132731,0,2
132731,9,2
132732,0,2
132732,9,2
132733,0,2
132733,9,2
132734,0,2
132734,9,2
132735,0,2
132735,9,2
132736,0,2
132736,9,2
132737,0,3
132737,9,2
132738,0,2
132738,9,2
132739,0,2
132739,9,2
132980,14,4
132980,17,4
132981,14,2
132981,17,2
132982,14,3
132982,17,2
132983,14,2
132983,17,2
132984,14,2
132984,17,1
132985,14,2
132985,17,2
132986,14,1
132986,17,1
132987,14,2
132987,14,0
132987,17,1
132987,17,2
132988,14,3
132988,17,3
132989,14,2
132989,17,1
132990,14,0
132990,17,0
132991,14,2
132991,17,1
132992,14,1
132992,17,2
132993,14,0
132993,17,1
132994,14,2
132994,17,1
132995,14,2
132995,17,1
132996,14,0
132996,17,0
132997,14,0
132997,17,0
132998,14,1
132998,17,0
132999,14,0
132999,17,0
133260,2,3
133260,9,4
133261,2,2
133261,9,1
133262,2,1
133262,9,2
133263,2,2
133263,9,1
133264,2,2
133264,9,1
133265,1,2
133265,2,3
133265,9,2
133265,9,1
133266,1,2
133266,2,3
133266,9,2
133266,9,1
133267,1,2
133267,2,3
133267,9,2
133267,9,1
133268,2,0
133268,9,0
133269,1,1
133269,2,2
133269,9,1
133269,9,0
133270,2,1
133270,9,1
133271,1,0
133271,2,2
133271,9,1
133271,9,0
133272,2,3
133272,9,2
133273,1,2
133273,2,3
133273,9,2
133273,9,1
133274,1,2
133274,2,3
133274,9,2
133274,9,1
133275,1,2
133275,2,3
133275,9,2
133275,9,1
133276,2,2
133276,9,1
133277,2,3
133277,9,2
133278,1,3
133278,2,3
133278,9,3
133278,9,1
133279,2,2
133279,9,1
133380,0,4
133380,9,4
133381,0,4
133381,9,4
133382,0,4
133382,9,4
133383,0,3
133383,9,3
133384,0,4
133384,9,4
133385,0,2
133385,9,1
133386,0,4
133386,9,4
133387,0,2
133387,9,1
133388,0,4
133388,9,1
133388,21,3
133388,22,3
133389,0,3
133389,9,1
133389,21,3
133389,22,3
133390,0,4
133390,9,2
133390,21,3
133390,22,4
133391,0,3
133391,9,1
133391,21,3
133391,22,3
133392,0,2
133392,9,1
133393,0,3
133393,9,1
133393,21,3
133393,22,2
133394,0,2
133394,9,1
133395,0,0
133395,9,0
133396,0,0
133396,9,0
133397,0,0
133397,9,0
133398,0,4
133398,9,2
133398,21,3
133398,22,3
133399,0,2
133399,9,1
133420,9,4
133420,14,4
133421,9,2
133421,9,2
133421,14,2
133421,14,4
133422,9,1
133422,9,1
133422,14,3
133422,14,3
133423,9,0
133423,14,0
133424,9,1
133424,9,0
133424,14,2
133424,14,3
133425,9,1
133425,14,1
133426,9,1
133426,9,1
133426,14,2
133426,14,3
133427,9,1
133427,14,2
133428,9,1
133428,14,2
133429,9,3
133429,14,3
133430,9,2
133430,9,1
133430,14,2
133430,14,3
133431,9,1
133431,14,1
133432,9,1
133432,14,1
133433,9,1
133433,14,2
133434,9,2
133434,14,2
133435,9,3
133435,9,2
133435,14,3
133435,14,4
133436,9,0
133436,14,0
133437,9,1
133437,14,0
133438,9,1
133438,14,0
133439,9,1
133439,14,1
133460,0,4
133460,9,4
133461,0,3
133461,9,2
133462,0,3
133462,9,2
133463,0,3
133463,9,2
133464,0,3
133464,9,2
133465,0,3
133465,9,2
133466,0,3
133466,9,2
133467,0,0
133467,9,1
133468,9,1
133468,21,3
133468,21,3
133468,22,2
133469,0,1
133469,9,1
133470,0,3
133470,9,2
133471,0,2
133471,9,1
133472,0,1
133472,9,1
133473,0,3
133473,9,1
133473,21,3
133473,22,2
133474,0,2
133474,9,1
133475,0,3
133475,9,1
133475,21,3
133475,22,2
133476,0,1
133476,9,1
133477,0,1
133477,9,1
133478,0,0
133478,9,0
133479,0,1
133479,9,1
133500,8,4
133500,13,4
133501,8,2
133501,8,2
133501,13,2
133501,13,4
133502,8,2
133502,13,3
133503,8,2
133503,13,3
133504,8,2
133504,13,1
133505,8,2
133505,13,1
133506,8,1
133506,13,1
133507,8,3
133507,13,2
133508,8,2
133508,13,1
133509,8,2
133509,13,1
133510,8,1
133510,13,1
133511,8,2
133511,13,1
133512,8,1
133512,13,1
133513,8,2
133513,13,1
133514,8,2
133514,13,1
133515,8,2
133515,13,1
133516,8,1
133516,13,0
133517,8,0
133517,13,1
133518,8,0
133518,8,2
133518,13,1
133518,13,0
133519,8,2
133519,13,1
133700,2,4
133700,11,3
133701,2,3
133701,11,3
133702,2,2
133702,11,2
133703,2,2
133703,11,2
133704,2,4
133704,11,3
133705,2,1
133705,11,1
133706,2,2
133706,11,3
133707,2,2
133707,11,1
133708,2,1
133708,11,2
133709,2,3
133709,11,2
133710,2,0
133710,11,0
133711,2,0
133711,11,1
133712,2,4
133712,11,4
133713,2,1
133713,11,1
133714,2,1
133714,11,1
133715,2,2
133715,11,2
133716,2,2
133716,11,2
133717,2,2
133717,11,1
133718,2,1
133718,11,2
133719,2,2
133719,11,2
133840,2,4
133840,9,4
133841,2,2
133841,9,2
133842,2,3
133842,9,3
133843,2,2
133843,9,2
133844,2,3
133844,9,3
133845,2,3
133845,9,3
133846,2,3
133846,9,3
133847,2,2
133847,9,2
133848,2,2
133848,9,2
133849,2,2
133849,9,2
133850,2,2
133850,9,2
133851,2,2
133851,9,2
133852,2,3
133852,9,3
133853,2,2
133853,9,1
133854,2,3
133854,9,3
133855,2,3
133855,9,3
133856,2,3
133856,9,3
133857,2,3
133857,9,3
133858,2,3
133858,9,3
133859,2,2
133859,9,2
133940,9,4
133940,15,4
133941,9,2
133941,15,2
133942,9,1
133942,15,1
133943,9,1
133943,15,1
133944,9,3
133944,15,4
133945,9,1
133945,15,1
133946,9,1
133946,15,2
133947,9,2
133947,15,1
133948,9,0
133948,15,1
133949,9,2
133949,15,3
133950,9,2
133950,15,3
133951,9,2
133951,15,2
133952,9,2
133952,15,3
133953,9,1
133953,15,2
133954,9,3
133954,15,4
133955,9,0
133955,15,1
133956,9,2
133956,15,3
133957,9,1
133957,15,1
133958,9,2
133958,15,3
133959,9,4
133959,15,4
134040,9,4
134040,14,4
134041,9,2
134041,14,2
134042,9,2
134042,14,3
134043,9,1
134043,14,2
134044,9,1
134044,9,0
134044,14,2
134044,14,2
134045,9,1
134045,14,1
134046,9,0
134046,14,1
134047,9,1
134047,14,2
134048,9,1
134048,14,1
134049,9,1
134049,14,0
134050,9,1
134050,14,0
134051,9,0
134051,14,0
134052,9,1
134052,14,1
134053,9,1
134053,14,0
134054,9,1
134054,14,1
134055,9,1
134055,14,1
134056,9,1
134056,14,0
134057,9,1
134057,14,0
134058,9,1
134058,14,0
134059,9,0
134059,14,1
134560,6,4
134560,8,4
134561,6,2
134561,8,3
134562,6,2
134562,8,3
134563,6,1
134563,8,2
134564,6,2
134564,8,3
134565,6,1
134565,8,2
134566,6,2
134566,8,3
134567,6,0
134567,8,1
134568,6,0
134568,8,2
134568,21,2
134568,22,1
134569,6,1
134569,8,3
134569,21,1
134569,22,2
134570,6,0
134570,8,1
134571,6,0
134571,8,3
134571,21,2
134571,22,3
134572,6,0
134572,8,0
134573,6,0
134573,8,1
134574,6,0
134574,8,0
134575,6,1
134575,8,3
134575,21,3
134575,22,3
134576,6,2
134576,8,2
134577,6,0
134577,8,1
134578,6,0
134578,8,2
134578,21,0
134578,22,0
134579,6,0
134579,8,1
134860,15,4
134860,17,4
134861,15,4
134861,17,3
134862,15,2
134862,17,2
134863,15,2
134863,17,2
134864,15,2
134864,17,1
134865,15,1
134865,17,1
134866,15,1
134866,17,1
134867,15,1
134867,17,1
134868,15,2
134868,15,2
134868,17,2
134868,17,0
134869,15,2
134869,17,2
134870,15,2
134870,17,1
134871,15,2
134871,17,2
134872,15,2
134872,17,2
134873,15,2
134873,17,1
134874,15,1
134874,17,0
134875,15,1
134875,17,0
134876,15,2
134876,17,1
134877,15,2
134877,17,2
134878,15,2
134878,17,1
134879,15,2
134879,17,1
134960,7,4
134960,15,4
134961,7,2
134961,15,3
134962,7,3
134962,15,3
134963,7,3
134963,7,3
134963,15,1
134963,15,1
134964,7,2
134964,15,1
134965,7,2
134965,15,1
134966,7,2
134966,15,2
134967,7,3
134967,15,3
134968,7,2
134968,15,2
134969,7,2
134969,15,1
134970,7,3
134970,7,3
134970,15,1
134970,15,1
134971,7,2
134971,15,2
134972,7,1
134972,15,2
134973,7,3
134973,15,3
134974,7,3
134974,15,3
134975,7,2
134975,15,2
134976,7,2
134976,15,2
134977,7,3
134977,15,3
134978,7,2
134978,15,1
134979,7,2
134979,15,1
135440,11,4
135440,14,4
135441,11,3
135441,14,2
135442,11,2
135442,14,2
135443,11,3
135443,14,2
135444,11,2
135444,14,2
135445,11,3
135445,14,2
135446,11,4
135446,14,3
135447,11,2
135447,14,3
135447,14,4
135447,19,2
135448,11,2
135448,14,3
135449,11,1
135449,14,3
135449,14,3
135449,19,2
135450,11,4
135450,14,3
135451,11,3
135451,14,2
135451,14,1
135451,19,2
135452,11,1
135452,14,2
135453,11,4
135453,14,3
135454,11,3
135454,14,2
135455,11,2
135455,14,2
135456,11,2
135456,14,3
135457,11,1
135457,14,3
135457,14,4
135457,19,2
135458,11,3
135458,14,2
135459,11,2
135459,14,2
135520,11,4
135520,13,4
135521,11,1
135521,13,1
135522,11,1
135522,13,0
135523,11,1
135523,13,1
135524,11,2
135524,13,1
135525,11,1
135525,13,1
135526,11,3
135526,13,2
135527,11,0
135527,13,0
135528,11,0
135528,13,1
135529,11,1
135529,13,1
135530,11,0
135530,13,0
135531,11,3
135531,13,3
135532,11,1
135532,13,0
135533,11,1
135533,13,1
135534,11,1
135534,13,1
135535,11,0
135535,13,1
135535,13,2
135535,19,0
135536,11,0
135536,13,0
135537,11,1
135537,13,0
135538,11,0
135538,13,0
135539,11,0
135539,13,0
135560,0,4
135560,6,4
135560,15,4
135560,16,4
135561,0,1
135561,6,3
135561,15,1
135561,16,3
135562,0,1
135562,6,3
135562,15,2
135562,16,2
135563,0,0
135563,6,2
135563,15,2
135563,16,2
135564,0,1
135564,6,3
135564,15,2
135564,16,2
135565,0,2
135565,6,3
135565,15,2
135565,16,2
135566,0,1
135566,6,3
135566,15,2
135566,16,2
135567,6,3
135567,15,2
135567,16,2
135567,16,1
135568,0,1
135568,6,3
135568,15,2
135568,16,2
135569,0,0
135569,6,1
135569,15,1
135569,16,1
135570,0,0
135570,6,2
135570,15,1
135570,16,2
135571,0,4
135571,6,1
135571,15,1
135571,16,2
135572,0,0
135572,6,1
135572,15,1
135572,16,1
135573,0,2
135573,6,3
135573,15,2
135573,16,3
135574,0,4
135574,6,3
135574,15,4
135574,16,4
135575,0,1
135575,6,3
135575,15,2
135575,16,2
135576,0,1
135576,6,3
135576,15,2
135576,16,2
135577,0,1
135577,6,2
135577,15,2
135577,16,2
135578,0,0
135578,6,1
135578,15,1
135578,16,1
135579,0,1
135579,6,3
135579,15,2
135579,16,3
135740,9,4
135740,17,4
135741,9,1
135741,9,1
135741,17,3
135741,17,3
135742,9,1
135742,17,2
135743,9,1
135743,17,2
135744,9,1
135744,17,1
135745,9,2
135745,17,2
135746,9,2
135746,17,2
135747,9,1
135747,17,1
135748,9,2
135748,17,1
135749,9,1
135749,17,2
135750,9,1
135750,17,1
135751,9,2
135751,17,1
135752,9,1
135752,17,1
135753,9,2
135753,9,1
135753,17,1
135753,17,3
135754,9,0
135754,17,1
135755,9,0
135755,17,0
135756,9,2
135756,17,1
135757,9,2
135757,17,2
135758,9,0
135758,17,1
135759,9,1
135759,17,1
135820,2,4
135820,9,4
135821,2,3
135821,9,2
135822,2,3
135822,9,2
135823,1,3
135823,2,3
135823,9,2
135823,9,1
135824,1,3
135824,2,3
135824,9,2
135824,9,1
135825,2,1
135825,9,1
135826,1,4
135826,2,4
135826,9,2
135826,9,2
135827,2,4
135827,9,3
135828,2,0
135828,9,1
135829,2,3
135829,9,2
135830,2,0
135830,9,0
135831,2,3
135831,9,2
135832,2,1
135832,9,1
135833,2,0
135833,9,0
135834,2,0
135834,9,1
135835,2,0
135835,9,1
135836,2,0
135836,9,0
135837,2,0
135837,9,0
135838,2,1
135838,9,1
135839,2,1
135839,9,1
135940,11,3
135940,13,3
135941,11,4
135941,13,4
135942,11,2
135942,13,3
135943,11,2
135943,13,3
135944,11,2
135944,13,3
135945,11,2
135945,13,1
135946,11,2
135946,13,1
135947,11,3
135947,13,2
135947,13,1
135947,19,3
135948,11,1
135948,13,0
135949,11,3
135949,13,2
135949,13,0
135949,19,3
135950,11,2
135950,13,1
135951,11,1
135951,13,0
135952,11,3
135952,13,3
135953,11,0
135953,13,0
135954,11,2
135954,13,1
135955,11,2
135955,13,1
135956,11,2
135956,13,1
135957,11,3
135957,13,2
135957,13,0
135957,19,3
135958,11,3
135958,13,2
135958,13,0
135958,19,3
135959,11,2
135959,13,1
135959,13,0
135959,19,2
136060,15,4
136060,17,4
136061,15,1
136061,15,1
136061,17,1
136061,17,3
136062,15,4
136062,15,4
136062,17,1
136062,17,2
136063,15,1
136063,17,1
136064,15,0
136064,17,1
136065,15,0
136065,17,1
136066,15,3
136066,17,2
136067,15,0
136067,17,0
136068,15,2
136068,17,2
136069,15,1
136069,17,0
136070,15,1
136070,17,2
136071,15,1
136071,17,0
136072,15,2
136072,17,2
136073,15,1
136073,17,0
136074,15,1
136074,17,2
136075,15,1
136075,17,2
136076,15,1
136076,17,1
136077,15,0
136077,17,1
136078,15,3
136078,17,3
136079,15,1
136079,17,0
136880,8,4
136880,15,4
136881,8,4
136881,15,4
136882,8,4
136882,15,4
136883,8,2
136883,15,2
136884,8,3
136884,15,3
136885,8,3
136885,15,3
136886,8,3
136886,15,3
136887,8,4
136887,15,3
136888,8,3
136888,15,3
136889,8,3
136889,15,2
136890,8,3
136890,15,3
136891,8,3
136891,8,3
136891,15,2
136891,15,1
136892,8,3
136892,15,3
136893,8,2
136893,15,1
136894,8,2
136894,15,1
136895,8,3
136895,15,3
136896,8,3
136896,15,3
136897,8,2
136897,15,1
136898,8,1
136898,15,2
136899,8,3
136899,15,2
136960,3,3
136960,4,4
136961,3,0
136961,4,1
136962,3,1
136962,4,3
136962,4,3
136962,3,3
136963,3,0
136963,4,0
136964,3,0
136964,4,0
136965,3,0
136965,4,0
136966,3,1
136966,4,0
136967,3,2
136967,4,3
136967,4,0
136967,3,2
136968,3,0
136968,4,0
136969,3,2
136969,4,1
136970,3,0
136970,4,0
136971,3,0
136971,4,1
136972,3,1
136972,4,2
136973,3,1
136973,4,0
136974,3,1
136974,4,0
136975,3,1
136975,4,2
136975,4,3
136975,3,2
136976,3,1
136976,4,0
136977,3,0
136977,4,0
136978,3,1
136978,4,0
136979,3,0
136979,4,1
137040,3,4
137040,8,4
137041,3,2
137041,8,1
137042,3,1
137042,8,1
137043,3,2
137043,8,1
137044,3,3
137044,8,2
137045,3,1
137045,8,1
137046,3,1
137046,8,0
137047,3,1
137047,8,0
137048,3,1
137048,8,0
137049,3,1
137049,8,1
137050,3,1
137050,8,1
137051,3,0
137051,8,1
137052,3,1
137052,8,1
137053,3,3
137053,8,3
137054,3,1
137054,8,1
137055,3,1
137055,8,1
137056,3,0
137056,8,1
137057,3,0
137057,8,0
137058,3,1
137058,8,1
137059,3,1
137059,8,1
137080,9,4
137080,11,4
137081,9,2
137081,11,2
137082,9,2
137082,11,1
137083,9,4
137083,11,3
137084,9,2
137084,11,2
137085,9,3
137085,11,4
137086,9,2
137086,11,3
137087,9,1
137087,9,1
137087,11,3
137087,19,1
137088,9,2
137088,11,2
137089,9,2
137089,11,2
137090,9,1
137090,11,1
137091,9,3
137091,11,4
137092,9,3
137092,11,3
137093,9,3
137093,11,3
137094,9,3
137094,11,3
137095,9,3
137095,11,4
137096,9,2
137096,11,2
137097,9,2
137097,11,2
137098,9,2
137098,11,2
137099,9,2
137099,9,2
137099,11,4
137099,19,3
137160,13,2
137160,17,3
137161,13,3
137161,17,2
137162,13,3
137162,17,2
137163,13,3
137163,17,2
137164,13,2
137164,13,3
137164,17,2
137164,17,1
137165,13,3
137165,17,3
137166,13,3
137166,17,2
137167,13,3
137167,17,2
137168,13,2
137168,13,3
137168,17,2
137168,17,1
137169,13,4
137169,17,4
137170,13,1
137170,17,1
137171,13,2
137171,17,2
137172,13,3
137172,17,2
137173,13,1
137173,17,1
137174,13,2
137174,13,3
137174,17,2
137174,17,1
137175,13,2
137175,13,3
137175,17,1
137175,17,1
137176,13,3
137176,13,3
137176,17,2
137176,17,1
137177,13,2
137177,13,3
137177,17,2
137177,17,1
137178,13,2
137178,17,1
137179,13,2
137179,13,3
137179,17,1
137179,17,1
137180,13,4
137180,17,4
137181,13,4
137181,17,3
137182,13,2
137182,17,2
137183,13,2
137183,17,1
137184,13,2
137184,17,1
137185,13,2
137185,17,1
137186,13,0
137186,17,0
137187,13,1
137187,17,0
137188,13,2
137188,17,1
137189,13,1
137189,17,1
137190,13,4
137190,17,4
137191,13,1
137191,17,1
137192,13,2
137192,17,1
137193,13,2
137193,17,2
137194,13,4
137194,17,4
137195,13,2
137195,17,2
137196,13,1
137196,17,1
137197,13,1
137197,17,0
137198,13,2
137198,13,2
137198,17,1
137198,17,0
137199,13,2
137199,13,2
137199,17,1
137199,17,0
137280,15,4
137280,19,4
137281,15,1
137281,19,1
137282,15,3
137282,19,4
137283,15,2
137283,19,2
137284,15,2
137284,19,1
137285,15,1
137285,19,1
137286,15,1
137286,19,1
137287,15,2
137287,19,2
137288,15,3
137288,19,4
137289,15,1
137289,19,2
137290,15,3
137290,19,3
137291,15,1
137291,19,0
137292,15,2
137292,19,1
137293,15,4
137293,19,3
137294,15,1
137294,19,1
137295,15,2
137295,19,2
137296,15,2
137296,19,3
137297,15,3
137297,19,2
137298,15,1
137298,15,1
137298,19,2
137298,19,3
137299,15,2
137299,19,2
137300,9,4
137300,13,4
137301,9,3
137301,9,2
137301,13,3
137301,13,4
137302,9,3
137302,13,4
137303,9,3
137303,13,4
